3457	811,858,1221,296,1213
3073	811,2562,2999,1198,858
257	811,3233,2999,318,3338
3713	318,2562,811,527,3092
4929	106,3306,670,923,922
5761	3092,2999,3338,1148,1423
961	3421,2571,1780,318,1036
2177	811,3092,2562,527,3306
2497	811,3092,2999,2197,3338
3585	811,3849,1207,1900,3306
5505	811,2999,527,3338,318
3393	1420,858,811,2905,296
5825	811,3338,2905,2999,50
129	811,2905,3338,318,50
386	1423,2931,811,2360,3569
4738	2562,811,3612,3318,958
1410	811,1585,3314,2562,2342
2242	3092,2562,811,2127,745
2498	811,53,1545,3306,326
130	811,2905,260,2562,1198
2306	811,3306,527,912,3338
66	37,356,3753,2028,110
3010	811,2905,3338,541,1421
1666	811,318,3233,858,593
5250	811,3077,563,874,2512
4610	811,2999,3338,1851,1046
4930	2562,811,260,1198,527
514	811,3092,2999,3338,745
2434	296,858,2858,1089,1213
1858	318,2562,2329,50,811
1602	811,3338,2562,2999,2905
4802	811,3338,2999,3306,53
5570	3092,811,2562,2999,318
3842	811,2962,53,3306,3310
450	811,116,858,1743,1178
1794	110,318,1198,260,2028
1282	811,3092,2776,3233,2562
5314	2562,260,1420,2905,3338
1218	811,53,3306,3338,2931
3650	318,811,858,2905,1198
5122	1585,2964,3853,3880,811
4354	2562,811,858,1002,1221
3330	3293,2197,2897,985,1493
4290	37,2905,318,811,260
1346	3092,718,3012,2962,771
578	296,858,1221,811,2905
1922	811,3092,2999,3338,318
1538	811,2999,3338,3233,3092
2946	811,2905,318,3338,858
194	3092,2127,439,811,2834
2050	811,3338,2999,53,3233
4866	3092,811,2127,2999,3233
2882	3092,718,811,1930,2127
2178	811,3338,2999,2905,53
3074	811,2562,3338,2999,527
3458	2562,3092,811,1851,2999
4994	811,2999,3338,53,2931
3522	3892,1780,1585,2964,2834
1154	811,858,318,3233,2905
3266	811,3338,2999,2931,53
898	3092,2562,811,2127,2197
2	811,527,318,3233,2197
3202	3092,2834,2825,811,2501
2818	811,2905,3338,2999,50
706	811,53,214,1493,2999
1026	2964,2962,668,53,1002
3970	110,2905,583,318,2571
5506	2562,318,2999,214,2324
962	1198,318,811,2905,2562
2562	2562,811,318,2571,1198
3778	318,811,2905,37,2028
5186	811,3306,3338,2999,2019
4226	858,811,2562,3338,2999
5442	3092,1851,811,2905,2562
5378	811,3092,3306,2512,3022
4098	2810,3092,2905,2127,2571
770	2905,1198,260,2571,583
5954	811,106,960,3306,1148
834	2562,318,811,2197,527
4162	811,1780,318,2858,2905
4674	2562,958,2834,439,49
1474	106,2494,771,811,1743
2370	811,3338,2905,318,2175
4418	3092,811,771,3306,2962
322	811,3233,2760,3737,1421
5058	811,3306,3338,2999,912
3714	97,811,2931,3862,3655
5634	37,2834,318,1780,110
5890	811,858,3338,2999,2905
2114	811,318,2905,1198,2999
4482	811,3233,2999,3338,53
5762	811,2562,3233,2776,318
2626	2776,2760,3293,811,1026
1090	1851,2562,2905,3338,318
3906	811,318,2905,527,858
2690	811,3338,2905,2999,858
4546	811,1421,858,3737,3233
1986	811,2562,3092,2999,3338
6018	811,3338,2999,2931,53
3394	811,858,3338,2999,3306
258	2562,318,2905,110,1198
4034	811,2999,858,3338,318
1730	3853,3885,1780,318,3233
642	37,1851,3236,2905,2571
3138	2562,811,1198,3092,260
5698	811,2999,858,3338,3092
5826	3245,3338,2858,811,2905
2754	2562,1198,318,110,1036
3586	2512,106,3306,2935,1743
451	811,2999,3338,527,953
3331	2562,3851,2197,3612,318
3395	811,3233,745,2342,2360
4995	811,3092,2999,3338,745
4931	811,2562,2999,3338,3092
4099	811,2905,1218,3338,318
4035	1420,1421,1089,1213,296
4803	3233,1780,598,3851,811
3075	811,2999,527,858,214
707	2562,811,1198,1240,260
1155	811,858,2999,3338,318
3843	2834,408,404,875,3825
1923	1780,49,2562,598,3843
5571	811,3306,1178,2494,106
5891	1420,2810,2905,296,1218
2051	3338,2905,2999,811,670
195	811,2999,745,3338,3092
4547	1780,598,356,318,214
3587	1421,811,559,2494,3892
1603	811,3092,2197,3233,3851
2691	811,3338,2999,2905,1148
3267	3092,811,2342,745,2999
2371	3293,2897,3447,3233,3851
3651	811,3338,2999,858,2905
4355	811,2512,2127,958,2935
1027	811,53,2931,1002,3338
2819	681,1585,811,53,2905
3011	811,2999,3338,2562,974
5187	106,2562,3920,3612,1136
5379	2562,37,3092,2127,811
643	106,1809,2494,1423,3905
1283	687,2197,1035,2562,985
1667	811,2905,3338,318,1198
3715	2562,3612,260,811,1196
3139	811,2999,3338,2931,3092
131	106,2931,1423,1809,326
2947	811,106,3092,3338,2999
2755	811,3092,2999,2962,3012
5635	960,53,326,811,702
3907	2197,527,953,811,985
515	811,53,2931,2999,3338
1475	1002,53,3310,3533,811
67	811,53,527,858,3338
5507	811,3092,2127,2905,3338
3	37,3236,811,1780,2562
3523	858,1997,811,116,1221
5827	811,2562,3092,3338,2999
2243	811,858,2999,3338,1198
1731	1423,3077,3092,3905,3949
4611	811,2562,3306,3338,2999
323	811,1421,2999,2494,2931
387	811,2562,3092,745,106
5059	811,2905,1585,3338,1218
1347	2562,811,3338,745,2999
835	567,670,2813,2905,1423
1219	2905,3092,811,3338,318
1987	2197,3092,985,37,1851
5763	811,3306,106,922,1178
2307	811,2999,3338,2905,50
2883	106,567,1743,670,1002
963	811,3338,2905,2999,318
5123	811,2197,527,953,3338
3459	2905,811,3338,858,1420
5315	811,3092,2999,3306,3338
6019	811,3233,2609,598,3338
771	811,1002,858,296,53
2499	811,3092,2197,2127,953
5699	811,3306,858,3338,2999
3971	3233,3092,811,1780,3853
4419	3092,2127,49,2562,1780
2627	858,811,2494,296,2905
4291	2562,1198,318,260,527
899	527,2562,811,953,214
1091	2562,3612,1519,864,1067
4227	1198,2905,260,3338,811
1411	854,2931,3136,811,1423
1795	811,3092,2562,1198,318
1539	811,858,2905,3338,2999
4867	811,3338,2999,2905,745
2435	318,2905,50,1198,260
5251	811,3306,3092,2999,3338
259	811,53,2999,3338,858
2179	3233,811,2197,3851,128
4163	811,1851,3092,2562,2905
5443	811,2562,3233,3314,2905
579	3092,1198,2905,318,2571
3779	3816,811,3134,854,3306
4739	318,3092,2562,1198,811
5955	811,3092,2562,2999,3338
2563	811,3233,318,527,37
3203	811,2999,3338,2905,1148
4675	811,3338,2999,2931,3245
2115	2494,811,2905,2175,3092
4483	811,3233,318,2999,527
1859	1412,670,2905,811,3338
3460	811,2931,53,1002,2512
3588	858,811,1198,771,1213
5124	811,3306,2999,3338,1148
4	811,858,3338,2905,1221
772	2562,2905,2571,1198,110
324	2562,260,3612,1198,318
5956	811,2999,318,3338,2562
3908	811,3415,53,670,1002
4932	318,2905,811,2999,3338
2436	811,2905,3338,2999,318
4420	106,811,3030,1198,670
1540	811,3092,3338,2999,2905
5316	718,3092,745,2999,811
3140	2562,811,2197,527,318
964	3092,811,2999,3338,3306
4996	811,960,3077,1193,2999
3012	260,2571,1198,37,1196
1220	2834,1780,37,598,104
2948	583,3092,2342,745,718
5700	3092,1519,3233,811,2310
452	811,1780,1585,598,1421
3268	811,3092,2127,1780,2342
644	2624,1423,3659,541,1199
1284	811,3338,527,2905,3233
5188	2562,811,932,3233,2913
3396	1420,2964,3892,2810,1529
1092	2562,985,3851,811,2197
1028	811,3338,527,2999,53
1668	2562,811,953,1207,2197
1412	2562,1071,106,260,2810
1476	2562,745,3092,720,1197
4292	2562,1198,356,318,593
5828	106,1743,2830,3307,2323
1988	811,3306,2999,3338,858
1732	811,2905,1780,2562,318
1860	811,1198,260,2905,3338
1604	811,2999,3338,1002,858
5764	3092,811,1493,128,1900
1348	811,3233,3092,2999,2562
4612	811,3306,53,3092,3338
4164	2964,811,668,2962,53
5380	1420,1002,296,1218,2964
5508	811,3092,2494,1421,2127
516	811,3233,527,318,953
2052	3853,49,3885,3233,1397
2116	2562,811,3092,318,2999
196	2858,3338,296,50,2905
2628	97,3677,2931,1860,2858
3332	811,1206,2959,1199,2931
4804	811,2913,974,2776,3737
388	214,953,811,2760,527
2372	3092,811,128,2197,1493
3844	2388,2711,1002,1421,2981
4036	318,37,110,1198,260
3652	3092,811,2905,3338,2999
4356	811,2999,3338,50,2905
2564	3092,811,2197,2127,2562
4228	3713,985,2197,37,150
1924	2197,985,2760,2056,2996
4868	811,3338,3892,2905,2562
2500	37,811,2834,3236,3314
5892	811,3092,106,1743,771
2756	811,3338,2905,2999,318
2308	3092,811,2127,2999,745
5252	811,53,2999,2931,326
2180	2562,811,37,2905,3236
1156	3233,1780,811,2197,598
3204	811,318,527,953,2562
132	3092,583,745,811,670
4484	811,3092,2999,3306,3739
5060	106,2962,2323,3012,771
6020	811,2905,3338,858,2999
2244	106,670,3306,3030,923
4676	106,2776,1169,2192,3012
3716	1420,2964,3892,394,1780
4100	811,3092,3233,318,527
2820	811,53,1002,1178,2494
2884	2197,214,3851,318,985
3972	37,2905,811,3236,2562
5636	811,2931,3338,3306,2999
3076	811,2905,1218,1421,296
836	874,3853,593,47,53
708	37,2834,110,3552,3578
3780	811,2562,3233,2999,3338
4548	2999,811,3338,318,2858
260	2562,811,2905,318,2571
4740	3233,811,2562,439,1421
5572	3338,318,2905,2999,811
1796	811,2512,3306,923,2999
900	670,811,3306,2935,2019
5444	2562,37,49,1780,2810
2692	37,318,2905,2571,1851
580	37,318,2028,2905,527
68	2839,2562,2843,1046,811
3524	811,858,1421,1221,3233
5957	811,2959,2905,3245,3338
4293	811,3338,2999,3306,2931
3589	2562,1036,260,1198,2834
5445	811,106,858,2999,2905
2565	3233,811,318,1780,37
3781	811,318,3233,527,2905
1925	811,1421,858,1178,2019
4677	811,527,2607,3746,318
4741	811,3338,2905,2858,296
1349	1198,811,1240,260,1036
2437	2175,2329,318,1089,1923
3973	858,2905,3338,2999,50
4869	811,3338,2964,3306,53
5061	811,2562,3092,106,2999
2629	811,318,527,1198,3233
4421	811,2999,3338,3306,116
4549	811,3853,2562,2964,3233
773	3092,811,2127,2999,3338
2949	811,3092,2905,318,1198
5765	811,2342,3338,2905,2999
1989	1817,1421,2938,1585,860
5701	811,527,318,3092,2999
1669	3338,2999,3092,811,2493
3205	2562,527,318,2197,1851
5893	97,2931,3245,2342,811
837	811,2512,1725,953,920
2117	811,2999,3306,3338,2562
709	718,2962,2342,583,3092
261	2999,811,3338,1412,318
1797	811,1002,3092,3089,3134
1157	811,527,318,1198,2562
1605	811,2562,3092,3233,318
2693	811,53,3415,2494,3338
5637	2175,2493,50,3092,811
6021	318,2905,1198,811,260
2053	3905,811,2999,1851,3077
5509	771,2494,823,670,106
1221	2342,2562,751,811,573
69	811,3338,2931,2503,3306
453	811,3338,2905,858,2999
3077	2562,811,2905,2571,260
4165	106,3338,2813,2905,296
4485	3338,2999,811,2931,2858
1029	128,3293,2897,1900,2197
3269	2562,3092,1851,260,1198
1541	2562,3092,811,1148,3338
5317	811,2562,2999,3851,3338
197	1046,2897,2839,3245,136
4357	2562,2776,3916,2825,3050
5	3310,1423,567,1809,2962
3653	2562,318,260,1198,811
645	811,3338,2999,2931,3306
325	3092,2562,2127,1180,718
4805	3338,2905,811,2999,1851
2245	1421,887,3885,1796,1780
1413	2494,960,811,567,53
2757	2931,811,106,2999,2512
1477	811,670,2999,2019,3338
5125	3293,1493,128,2897,811
3397	106,670,3002,811,3030
4101	1780,598,2834,1923,129
901	811,2562,3233,318,2609
133	3233,2332,3293,2897,811
581	3092,2562,1780,811,2762
2373	858,296,2726,811,1002
5381	811,1421,858,2494,3233
1733	811,53,3338,1002,858
4229	811,3092,3338,1851,2999
3909	296,858,1221,2905,1213
5573	811,3306,2935,3134,2512
2501	811,858,2999,2905,318
5253	811,858,3306,1212,904
3461	811,858,2905,1198,318
2821	2197,2618,811,128,1851
1093	811,37,1585,2905,3916
5829	811,3338,2858,2964,3851
4933	771,670,1423,751,2962
965	811,106,2562,1207,953
3013	811,527,3338,2999,1851
3845	811,106,1148,2905,3338
1861	811,3338,527,3092,2905
2309	3916,3092,2197,811,527
1285	811,858,2999,3338,1221
4037	811,1117,3293,1900,751
4997	1519,583,1232,3503,2494
2885	811,3233,318,598,2999
3333	1420,2858,296,1780,2905
4613	2332,811,1421,1585,3233
389	37,2562,260,2834,1210
5189	53,811,2931,3306,1212
3141	811,3338,318,2999,2905
2181	811,1743,771,1178,116
517	811,3092,2999,3338,3233
3525	3853,3910,3092,318,811
3717	2562,811,318,3092,1198
2630	811,3338,2999,2931,3306
454	3569,2813,2964,1002,2483
4870	811,3092,2999,3338,3306
5766	3233,985,2197,1780,3447
2054	2905,1198,260,811,2571
134	3306,1493,3338,2905,811
3014	318,214,811,593,527
1478	116,858,1743,966,811
1734	811,53,3306,2999,2931
582	2834,1780,3233,598,2332
3462	811,2999,318,3338,858
1350	37,318,811,527,1851
2374	2562,37,811,318,110
838	3092,811,53,3853,3880
4038	3233,811,318,598,53
518	811,2999,53,3338,3233
5126	2905,811,318,3338,50
4166	3092,3114,2562,1198,953
2886	3753,2834,37,1036,110
1606	811,3338,2999,3092,2905
390	811,1743,759,1361,974
2694	2562,811,1198,2905,260
1414	3092,811,260,3338,1198
3206	811,3338,2999,3245,1780
2310	106,811,1743,2999,3306
5638	811,2562,1585,1851,1046
4614	811,3338,2999,2905,53
5190	2562,811,3314,1198,318
3718	3415,3134,1809,3310,1232
4294	3092,2127,2562,3853,2545
1094	2562,318,3916,2197,811
1542	2562,3092,811,318,1198
4230	811,318,527,2310,3092
5254	811,2562,2905,1851,3338
4358	1349,1997,1421,2494,3918
1222	811,3338,2905,3306,2999
4550	1780,318,3853,811,37
3142	53,811,1002,2931,3338
1926	811,3338,2999,53,3233
646	811,2562,318,1198,260
5958	296,811,1420,858,3338
1990	37,3746,527,318,2905
3526	3092,2494,1198,2905,3114
2502	2607,2775,2310,1117,2897
2950	2562,2342,1793,3612,37
4806	811,2562,3314,3233,598
710	811,3338,2999,2905,858
6	811,3233,2562,2197,3092
4422	2562,811,1198,318,260
5894	811,2332,3236,3233,1585
198	2562,260,1198,1196,3092
1862	3092,2962,668,3306,811
1158	3293,985,2197,687,1493
1798	811,670,3415,3306,668
6022	811,2905,1851,3338,2999
5702	811,2494,1423,960,2999
1670	811,2999,3338,3233,2931
5574	811,2999,3338,759,2858
5318	811,260,2905,2571,2562
262	2562,811,3092,3851,2127
3590	811,2999,3338,2905,858
4102	2562,3092,811,2962,2342
4742	811,858,53,3338,2905
5830	3853,3916,3233,2197,1780
3782	811,2999,2931,3338,2830
4486	811,2562,3233,318,3092
2758	3092,1851,811,3338,2562
70	718,3092,583,1420,1567
3078	106,670,2323,1136,760
3270	2905,260,1198,318,811
3974	811,3338,3092,2905,2999
2822	3092,1851,811,2999,3338
3398	811,3306,1178,858,106
5446	811,2999,3338,2931,2512
2182	3916,37,2332,3147,3233
966	3415,3306,811,53,3077
3334	318,2562,527,811,593
326	2562,811,3092,1198,260
2246	1117,1900,811,3456,1415
5062	811,2562,260,2905,2609
2566	2562,811,1198,3092,318
3846	811,3338,53,2999,3306
774	2905,3338,811,318,50
902	811,3092,2999,318,2905
4934	583,2342,3092,670,720
1030	2562,811,1198,759,2999
5382	811,2562,1198,2905,260
1286	53,811,3306,2931,3415
2118	811,3092,1423,106,2999
3910	106,811,3306,670,858
3654	2905,1136,1420,583,771
2438	858,811,296,1221,3338
4678	3092,811,2999,3338,2562
5510	37,2562,811,3578,3236
4998	811,3233,2999,1046,598
327	53,811,2931,97,3306
5127	3338,2999,2858,811,2931
71	2834,2562,811,3147,110
5767	811,1421,3233,1780,318
4551	3415,670,2931,97,668
4743	811,53,681,3487,3415
3207	811,1240,1214,1200,1198
2055	811,1997,858,116,1421
4999	811,2562,527,2999,318
6023	37,811,2762,3092,1780
4295	1923,318,3147,2175,2562
1415	811,2905,1851,2562,3338
4679	811,53,3338,3306,2905
5639	2813,2858,3338,2931,1420
2951	598,811,1780,3233,2342
4359	1218,3853,2905,3880,2175
2183	811,2562,3338,2905,3092
2695	811,2999,2931,3092,3338
3271	811,3233,527,318,2999
5063	811,527,318,3469,953
1543	811,3092,2905,3338,2999
2247	811,3092,3306,2999,3338
3015	3222,3318,2512,811,2197
3719	2562,3092,811,2999,1851
199	811,3092,2562,260,1198
4871	296,2494,3853,1089,811
583	811,2562,527,318,1198
2823	37,110,2028,2905,1213
5447	3092,1035,2197,2562,811
2119	811,318,858,2905,1198
967	2562,318,811,3233,2999
2887	37,811,318,2905,2562
775	2834,1780,1585,3233,37
3975	1780,811,1585,318,3233
3847	811,2905,3338,260,318
4935	1809,2494,649,1117,2360
5511	811,3092,2999,3338,1198
3143	811,3092,2999,3338,745
135	2562,106,260,2999,3612
1479	2493,1002,2830,854,922
1927	811,1178,2512,1725,3306
4167	811,2999,3338,2931,858
1991	1421,960,1997,858,1089
2631	811,106,2562,3306,1207
1031	811,1585,2562,3314,3233
391	811,3306,912,913,3091
3399	2562,1198,3114,3092,811
4231	2562,958,2825,985,1721
5575	2905,811,3338,318,50
455	2562,811,3338,3306,106
3463	567,960,649,3310,53
3591	811,318,3233,3338,2905
1223	811,2905,858,3338,3030
1287	3306,811,3338,2905,912
711	811,3338,2999,53,858
647	811,3092,1796,3338,2999
2375	2562,2913,811,3612,932
263	3092,2562,3114,2999,318
2759	106,2999,811,745,3338
3335	37,1780,318,3092,3916
5191	2562,260,1198,1196,2905
2503	2562,958,811,771,1198
3527	110,1780,2834,318,2329
1735	104,1089,2959,449,583
4039	318,1198,2905,260,50
1671	811,2962,3092,53,3306
3655	2905,811,527,3338,318
3079	106,1743,811,858,1423
4615	811,53,2999,3338,2931
2567	811,3338,2999,2905,50
1159	1423,771,1743,2962,811
519	3233,356,985,3916,1101
5703	811,53,1002,858,3306
5959	2810,1420,2905,449,583
5319	811,2342,1412,2999,3338
1607	53,811,1002,3853,2999
2439	811,3338,53,527,2999
4103	2931,811,3306,2503,2512
839	811,2999,3338,858,2905
903	811,3306,3338,53,2905
4807	811,1198,858,3077,1221
4487	37,2562,2834,3578,110
5831	811,2999,3092,3338,3233
5895	811,1002,2175,1415,53
3783	2905,260,318,1198,37
5383	3905,3092,2999,2562,3739
3911	1880,2834,598,1421,3612
2311	2562,2197,3092,3916,985
1863	811,2512,3306,2931,106
1799	1002,53,3338,668,2931
4423	2562,318,2905,50,260
1351	2562,811,3092,1198,318
5255	811,3092,2562,3233,2609
7	37,2834,811,110,3236
1095	3293,2197,2760,2056,128
3592	811,2999,3338,3233,3092
1736	37,811,318,110,260
4552	811,3338,2905,318,2999
4680	811,1002,858,296,53
3272	2562,811,3092,3314,439
2376	811,2931,3338,2999,3306
3016	3338,811,2999,2905,858
904	811,1421,1585,2562,439
5256	811,318,527,858,2905
2248	811,1169,2776,3233,2562
5448	811,3092,2999,2931,1900
2952	811,53,2931,3415,3338
3528	116,2562,1743,1997,858
520	811,2999,2512,858,3338
5384	811,2562,953,527,2197
2760	3415,53,811,3338,326
5704	811,3338,2999,3306,745
1352	2512,811,2503,2931,106
712	2562,1198,2905,811,318
1416	2768,53,874,3447,811
2888	811,2964,2562,2494,2905
4808	2562,811,3092,1585,439
5896	2562,759,1743,116,2999
2056	3338,811,2858,3949,1420
1032	811,3092,2999,3338,1148
2632	811,1117,2897,1900,3338
5832	811,2999,3338,1851,3851
2440	811,2562,1198,260,2905
1480	1002,1420,2964,3338,681
4104	811,318,2562,1851,1198
3400	811,2905,318,527,3338
200	3853,3885,2310,3456,2607
3336	811,3338,2999,2905,50
2696	2964,1574,811,3855,3245
4168	811,53,2999,3338,2931
4488	811,858,1221,2905,1250
584	811,527,318,3338,2999
5512	811,2562,3092,3233,2127
3208	811,2905,318,50,858
1096	811,3338,668,2905,750
2184	811,2999,3233,3338,2905
264	2562,811,37,260,3612
1864	1002,3415,1796,1809,3569
5768	811,3306,3092,2999,53
4040	811,3338,2905,2999,858
3656	811,318,527,3233,2905
1672	2562,214,811,527,593
136	854,3136,1164,1002,2962
5640	811,1780,318,2571,2905
1224	811,3306,2999,1212,1207
328	811,2562,2905,1198,2571
3720	811,3338,2905,2019,2999
840	3092,811,2999,3306,3338
1608	670,106,3905,1546,3306
3976	811,2999,527,214,318
648	811,3338,2999,2905,53
3912	811,2999,3338,3092,53
456	3092,1198,318,2562,811
5960	2562,811,2197,3233,985
2312	958,2562,811,3314,2825
4424	811,2512,2931,2999,3077
2824	3092,811,718,745,583
3144	1585,960,681,1529,1749
4936	318,1198,110,3114,2562
3464	811,318,3233,2905,527
5320	1669,2562,1851,3092,3905
1160	2562,811,3092,2127,1198
72	2562,811,2197,318,527
5576	37,2562,3753,3236,3916
2568	318,2905,110,2028,593
6024	811,2562,3092,2762,318
968	3092,811,2999,3338,1423
5064	811,858,53,3338,2905
5192	106,2999,3905,3338,3306
4296	811,2562,2999,3338,3092
2120	2342,811,2562,3092,2964
3848	811,318,3233,858,527
1800	2905,296,858,50,811
4872	37,2834,3092,1519,2197
4616	214,2999,116,966,3307
1928	811,3092,2999,3338,318
1288	811,2999,3338,53,3092
1992	811,3338,2905,858,296
3080	106,811,2999,3338,858
2504	811,858,2494,296,1221
4360	811,2562,3092,527,318
5128	811,2905,3338,318,2999
4232	811,1148,3092,745,2905
5000	811,2562,3233,318,527
392	811,2905,3338,858,2999
8	811,318,3338,2999,2905
4744	811,3092,2562,3233,2609
776	3092,811,2935,3713,3306
1544	811,3338,260,2562,2999
3784	3746,3233,527,128,318
5513	811,2931,3338,2999,2512
2953	811,2175,2858,3338,2905
2313	811,3306,3092,2999,3338
1545	811,3338,2931,2999,53
3209	1420,260,3092,1196,2905
265	811,3306,2562,1207,905
3017	811,3092,2999,3338,1851
4041	811,2562,439,771,2999
6025	811,2999,3338,858,3306
2633	811,3306,3092,3338,2999
2441	3853,2562,3753,1780,811
4361	811,318,2905,1198,260
3465	2905,811,318,1412,858
2121	811,2562,858,2175,2905
201	811,53,3092,1725,3517
4233	811,3415,53,2931,3338
4297	811,2512,2999,3338,3306
1673	2342,2562,3892,2964,811
969	106,326,602,2503,2931
5129	3092,811,953,1198,3469
4169	811,3092,2999,3306,3338
713	2562,37,260,811,1198
905	811,3338,2999,2931,3306
1097	318,50,1923,356,2762
1609	811,3338,2999,527,3092
4489	811,2905,3338,2999,50
5001	2562,3092,811,718,2962
1865	811,3092,3338,2905,2999
5961	811,3092,3338,2624,2999
